,sk_id_curr,num__weighted_score,num__prev_app_credit_to_application_ratio_mean,num__instal_total_payment,num__group_mean_income,num__ext_source_2,num__annuity_credit_ratio,num__instal_std_amt_payment,num__instal_on_time_ratio,num__year_birth,num__credit_minus_goods,num__prev_app_approved_ratio,num__days_employed,bin__flag_own_car,num__income_annuity_ratio,num__credit_annuity_goods,num__goods_credit_ratio,num__avg_income_per_adult,num__instal_total_instalment,num__instal_avg_delay_days,num__last_job_duration_over_age,bin__flag_work_phone,num__closed_credits_count,num__years_since_id_change,num__instal_max_delay_days,num__instal_last_payment_days_diff,num__document_sum,num__instal_payment_to_instalment_ratio,num__prev_app_mean_amt_credit,cat__name_income_type_Working,num__mean_utilization,num__overdue_credits_count,num__region_population_relative,num__amt_req_credit_bureau_qrt,num__days_last_phone_change,num__region_rating_client_w_city,num__credit_vs_income_ratio,num__pop_rating_product,num__days_registration,num__prev_app_median_goods_price,num__def_60_cnt_social_circle,num__id_change_years,bin__document_change_delay,num__def_30_cnt_social_circle,num__instal_avg_num_payments,num__instal_late_payments_count,num__hour_appr_process_start,num__bb_last_closed_interval,num__bb_share_closed,num__prev_app_mean_dpd,num__disposable_income,num__predicted_rate_interest_primary,bin__reg_city_not_live_city,cat__organization_type_Business_Entity_Type_3,num__prev_app_last_app_days,cat__name_income_type_State_servant,num__prev_app_down_payment_rate_mean,num__bb_open_credits,cat__name_contract_type_Cash_loans,num__payment_minus_drawings,num__amt_credit_limit_actual_sum_recent_3,bin__flag_full_info_house,num__amt_balance_max_recent_6,num__prev_app_cash_loan_ratio,num__amt_credit_limit_actual_mean_recent_6,num__total_cnt_drawings,num__amt_balance_max,num__balance_trend_slope_recent_3_y,num__amt_credit_limit_actual_mean,cat__organization_type_Self_employed,num__region_rating_client,num__amt_credit_limit_actual_sum,num__balance_trend_slope_recent_3_x,num__amt_credit_limit_actual_sum_recent_12,num__amt_credit_limit_actual_mean_recent_12,num__prev_app_count,num__obs_60_cnt_social_circle,cat__organization_type_Medicine,cat__organization_type_School,cat__prev_app_most_common_weekday_SATURDAY,PROBA_advanced,target,QUANTILE_advanced,QUANTILE_N_advanced
229254,365478,0.20332731801449655,0.23878609371941809,0.23968318232054778,-0.8312695703475449,-0.32890082870851206,-0.23732892857318882,-0.2091995004189707,0.5296760996553136,0.30147446623791774,-0.10078889279663848,-0.13704178477831425,-1.4705553974748224,-0.7172029563753285,0.9798149728705939,-0.23377589126612536,-0.06026318528914889,-0.4237525480125363,0.25616981143493295,-0.13324679186424962,1.346969656941053,-0.49880597734540477,0.685643139730301,-1.3801435800203945,-0.17900186263392015,0.7839427096462477,0.20216336454802786,-0.010745025341923974,0.70370687001544,1.0,-0.4028835150639799,0.595170722271141,-1.054941067892464,-0.2908316027105451,1.1642674453834452,1.9271276517539235,0.631587537331979,-1.0346145132029427,-0.30428121056065877,0.7203691566775999,-0.2746919440939503,0.8064823664531898,-1.5125864882321112,-0.31907047071383415,-0.4595520397869631,-0.514070443065122,-0.32553596571419907,-0.8251081981773365,2.7338012397870055,0.8414413663684872,-0.2881807101741432,-0.912377637387076,-0.2909355490812788,0.0,0.7372494103179931,0.0,-0.20820378269103185,-0.4105167107764169,1.0,0.2261515395759807,-0.3560946901430543,0.6962826053265964,-0.26525799971304137,0.7789096346775867,-0.36995436856178154,-0.2451828680964474,-0.3617493840857413,-0.06283619690488514,-0.421549682896199,1.0,1.8612074436264598,-0.42329906110342963,-0.04711255239861644,-0.35619508093657026,-0.3757507080836828,0.33684818531943844,-0.5828131256585969,0.0,0.0,0.0,0.15389536622862007,1,"(0.105, 0.157]",1
197492,328874,0.23179709837915247,0.4866710862333704,1.2496191941104502,-0.8312695703475449,-1.8383147824690682,-0.7016867596350026,-0.2661501627198243,0.3373737417937128,1.3891806329169274,1.654853352252719,-0.555845654100256,-1.0395908205605917,-0.7172029563753285,-0.5378152755180502,-0.5140251889910126,-1.9701049872481702,0.48016497976709366,1.3952083618232871,0.11701050013480624,0.5038444807451674,-0.49880597734540477,0.685643139730301,0.7977261873123026,0.21660419919860693,-1.4607808351831497,0.20216336454802786,-0.012213986995272106,0.21031767842323337,1.0,-0.4028835150639799,0.595170722271141,0.30942113359055656,-0.2908316027105451,-1.0798501331440944,-0.06304531343877383,-0.19564734603765407,0.573433064933979,-0.8440098129040705,-0.2229916374345634,5.237574457918741,1.1531118753802412,0.6611192204743183,4.144297135958228,-0.28261145937771337,0.12116286770020902,0.2869137971786857,0.4716263040423414,-0.5055327648952469,0.11373116386878926,0.04048662954112499,-0.8229041338389625,-0.2909355490812788,0.0,-0.4372341930489809,0.0,-0.8254458628449497,-0.4105167107764169,1.0,0.2261515395759807,-0.3560946901430543,-1.436198452108311,-0.26525799971304137,0.6497763253530582,-0.36995436856178154,-0.2451828680964474,-0.3617493840857413,-0.06283619690488514,-0.421549682896199,0.0,-0.10325229913477213,-0.42329906110342963,-0.04711255239861644,-0.35619508093657026,-0.3757507080836828,2.0145856613675415,2.3313463670409322,0.0,0.0,0.0,0.3896457385736648,0,"(0.326, 0.397]",5
8666,110015,0.34714894495321647,-0.257198604728256,-0.5825715098425754,-0.8312695703475449,1.3088570312158987,0.025724311525404286,-0.36219994562519714,0.5296760996553136,0.8034926970128452,-0.258883504317126,0.9518482754587346,-0.4298171744734879,1.3943054627854563,-0.2597878946222496,-0.008094474959992782,0.268081795259109,0.6671823993077067,-0.599469868367209,-0.13324679186424962,0.16615446025433572,2.0047875234412773,-1.434301986345673,0.07176959820140354,-0.16060158068822122,-1.1283066445656609,0.20216336454802786,-0.010745025341923974,-0.6511368564457125,1.0,-0.4028835150639799,-0.47534232339138344,3.7329087351917933,-0.2908316027105451,-1.9956436678855214,-2.0532182786314714,-0.4006294668212611,1.7078635764822276,-2.4523953635419677,-0.5095082422578857,-0.2746919440939503,0.8064823664531898,-1.5125864882321112,-0.31907047071383415,-0.2025164850031237,-0.514070443065122,0.8993635600715705,0.4716263040423414,-0.5055327648952469,-2.9087588038862284,0.10892792594811448,1.2330149035959699,-0.2909355490812788,0.0,-1.2689311881367258,0.0,0.4837680896917233,-0.4105167107764169,1.0,0.2261515395759807,-0.3560946901430543,-1.436198452108311,-0.26525799971304137,-0.8998233865412819,-0.36995436856178154,-0.2451828680964474,-0.3617493840857413,-0.06283619690488514,-0.421549682896199,0.0,-2.067712041896004,-0.42329906110342963,-0.04711255239861644,-0.35619508093657026,-0.3757507080836828,-0.6218589438509061,-0.5828131256585969,0.0,0.0,0.0,0.16881475149239572,0,"(0.157, 0.209]",2
259009,399668,-1.2955665597116064,0.36138852893405593,-0.6596282507842052,0.25723798347623017,-0.6127314223379426,-0.02120095280461431,-0.5146452969942868,0.5296760996553136,-1.7065984568617922,-0.02468803971603509,0.9518482754587346,0.4616241558203993,1.3943054627854563,-0.7267942253330595,0.12375383566936024,-1.088111517501572,0.199638850456174,-0.6796552486080221,-0.13324679186424962,-0.17705663205124877,-0.49880597734540477,-1.434301986345673,-1.3801435800203945,-0.23420270847101696,0.9271784458556689,0.20216336454802786,-0.010745025341923974,-0.7015823922713714,0.0,-0.4028835150639799,-0.47534232339138344,-0.8865289644764179,-0.2908316027105451,1.163057678494751,-0.06304531343877383,-0.687794626696077,-1.118392564506641,0.4761794224224949,-0.5988574970721273,-0.2746919440939503,-1.2732946871091189,0.6611192204743183,-0.31907047071383415,-0.7371504389535095,-0.514070443065122,0.2869137971786857,0.4716263040423414,-0.5055327648952469,0.36866626142949765,-0.08312794270175404,-1.4535433169569079,-0.2909355490812788,0.0,0.8877678889534237,0.0,-0.8254458628449497,-0.4105167107764169,1.0,0.2261515395759807,-0.3560946901430543,0.6962826053265964,-0.26525799971304137,-0.8998233865412819,-0.36995436856178154,-0.2451828680964474,-0.3617493840857413,-0.06283619690488514,-0.421549682896199,1.0,-0.10325229913477213,-0.42329906110342963,-0.04711255239861644,-0.35619508093657026,-0.3757507080836828,-0.8615357261434922,-0.1665046267015213,0.0,0.0,0.0,0.6970809669887066,0,"(0.688, 0.941]",9
54396,162973,-0.3108552419156344,0.7349220055259272,1.652815365211392,-0.8312695703475449,0.39948890135650095,-0.8379817031147401,10.089881440139525,0.5296760996553136,-0.4515528799244735,0.9997270241924704,-1.8693668806099826,-1.5656019657972964,-0.7172029563753285,-0.24943089938471144,-0.8603593051849148,0.13391025127884504,0.4334106248819404,1.7266776480104034,-0.13324679186424962,1.9982032090489439,-0.49880597734540477,0.685643139730301,1.5236827764232017,-0.15140143971537176,0.9710901314089222,0.20216336454802786,-0.010745025341923974,2.762377848108552,1.0,-0.4028835150639799,0.595170722271141,0.12582373961316687,0.9706128026217802,0.4553440486087076,-0.06304531343877383,0.20769497204425683,0.3137108765822205,-0.8855055348325266,6.306183171401405,-0.2746919440939503,-1.0133225554138303,0.6611192204743183,-0.31907047071383415,-0.5032480841002157,-0.514070443065122,-0.6317608471606415,-2.8566589183214988,0.7403649292133117,0.9792845654060256,0.5366224843319756,0.3970213707140668,-0.2909355490812788,1.0,0.9262215148821834,0.0,-0.8254458628449497,3.7080168671634355,1.0,0.2261515395759807,0.4009806637275041,-1.436198452108311,-0.26525799971304137,1.5419700988679814,0.6265919001854279,-0.2451828680964474,-0.3617493840857413,-0.06283619690488514,0.5598846576198185,0.0,-0.10325229913477213,0.04592073762680592,-0.04711255239861644,0.6481366537445683,0.614055067849903,4.171676702000817,3.1639633649550833,0.0,0.0,0.0,0.598748634247673,1,"(0.574, 0.688]",8
63765,173919,0.2681158432182552,0.1366338107817945,-0.5958782426957111,-0.8312695703475449,0.2408173556191977,-0.16461047493627906,-0.4785951723095266,0.5296760996553136,-0.20054376453700978,-0.8611004132913597,0.9518482754587346,0.1973165754168076,-0.7172029563753285,-1.2966643496530545,-0.2797523914865458,1.002751086971753,-0.26790469839535874,-0.6133168779935291,-0.13324679186424962,-0.210960653659204,-0.49880597734540477,0.685643139730301,0.7977261873123026,-0.14220129874252227,-1.3217271642645143,-2.7015632923041992,-0.010745025341923974,-0.7231532413291829,1.0,-0.4028835150639799,0.595170722271141,-0.08648108461590591,-0.2908316027105451,-2.2194505422939286,-0.06304531343877383,-1.037814401439758,0.013378326365299486,-0.3227553333370262,-0.6050256619096628,-0.2746919440939503,-0.49337829202325306,0.6611192204743183,-0.31907047071383415,-0.47668774343921894,-0.514070443065122,-0.0193110842677567,0.4716263040423414,-0.5055327648952469,-1.823518716033339,-0.05577853631381617,0.14132710337557028,-0.2909355490812788,0.0,-1.472186068045884,0.0,0.04648813935015917,-0.4105167107764169,0.0,0.2261515395759807,-0.3560946901430543,-1.436198452108311,-0.26525799971304137,-0.8998233865412819,-0.36995436856178154,-0.2451828680964474,-0.3617493840857413,-0.06283619690488514,-0.421549682896199,0.0,-0.10325229913477213,-0.42329906110342963,-0.04711255239861644,-0.35619508093657026,-0.3757507080836828,-0.6218589438509061,1.0824208701697056,0.0,0.0,0.0,0.2748589403937216,0,"(0.264, 0.326]",4
149522,273269,1.7311260206023826,0.5213546849101115,-0.5910364234023309,0.25723798347623017,1.1576514419203379,-0.042333430622300196,-0.21484721930236664,-0.08157068069048765,-0.1168740594078552,0.2630504897086277,-0.13704178477831425,0.3609355537618882,-0.7172029563753285,-0.8844441698862674,0.14646376171994258,-1.4056993608576804,-0.11205684877818117,-0.6082784723154185,-0.11435944907186804,-0.4154818788579058,-0.49880597734540477,0.685643139730301,-0.4122014612058625,-0.1330011577696728,0.7274848282206364,0.20216336454802786,-0.010745025341923974,0.03400672575691674,0.0,-0.4028835150639799,0.595170722271141,-1.3289994070710014,2.2320572079541052,0.13475582310477338,-0.06304531343877383,-0.7857784425389955,-1.7443240613654085,0.7100902384986549,0.4736425631761825,-0.2746919440939503,0.026565971367324064,0.6611192204743183,-0.31907047071383415,-0.546209741114086,-0.3552621153737892,-1.856660372946411,0.4716263040423414,-0.5055327648952469,0.8957033707611318,0.07741002267576973,1.4401614992018208,-0.2909355490812788,0.0,0.6658355335931536,1.0,-0.8254458628449497,-0.4105167107764169,1.0,0.2261515395759807,-0.3560946901430543,-1.436198452108311,-0.26525799971304137,1.3384873084172093,-0.36995436856178154,-0.2451828680964474,-0.3617493840857413,-0.06283619690488514,-0.421549682896199,0.0,-0.10325229913477213,-0.42329906110342963,-0.04711255239861644,-0.35619508093657026,-0.3757507080836828,-0.38218216155831997,-0.5828131256585969,0.0,0.0,0.0,0.23249238406495876,0,"(0.209, 0.264]",3
104037,220705,0.03852751161870222,0.15565761417659885,-0.5280471747087506,-0.8312695703475449,0.6296142457321938,1.143258487349897,-0.5144923847002955,0.5296760996553136,-0.4515528799244735,-0.11168759948261998,-1.225931845015363,-0.26099016498744987,-0.7172029563753285,-0.555702044266196,1.303740983862283,-0.7428324227911647,0.5736736895374002,-0.5427317492661808,-0.13324679186424962,0.3926066993702777,-0.49880597734540477,0.685643139730301,1.2816972467195686,-0.1882020036067696,-0.2406632865963277,0.20216336454802786,-0.010745025341923974,-0.6504918658021646,1.0,-0.4028835150639799,0.595170722271141,-0.15069317041815983,-0.2908316027105451,-0.9746004138277083,-0.06304531343877383,-0.8708989430025927,-0.07745794904090866,0.9505380518649141,-0.4012266433469313,-0.2746919440939503,-0.9266651781820674,0.6611192204743183,-0.31907047071383415,-0.2470693144989892,-0.514070443065122,0.593138678625128,0.4716263040423414,-0.5055327648952469,0.42821533291681,0.08591646753744557,2.0471465239899516,3.437187387920855,0.0,-0.3416494657403497,0.0,-0.8254458628449497,3.7080168671634355,1.0,0.2261515395759807,-0.3560946901430543,0.6962826053265964,-0.26525799971304137,0.21933196093796373,-0.36995436856178154,-0.2451828680964474,-0.3617493840857413,-0.06283619690488514,-0.421549682896199,0.0,-0.10325229913477213,-0.42329906110342963,-0.04711255239861644,-0.35619508093657026,-0.3757507080836828,-0.38218216155831997,-0.1665046267015213,1.0,0.0,0.0,0.6019371137500702,0,"(0.574, 0.688]",8
142549,265196,-0.5033965185638295,-0.15600546939095483,-0.5950913564111573,0.7403616422353687,-0.8758137593707668,2.0391695040970106,-0.4719656142556417,-0.1121330197077776,-0.7862317004410919,-0.5599919588042428,0.9518482754587346,-0.9376002107168413,-0.7172029563753285,-0.48140405408002557,2.105421626281042,-0.1645856321334961,-0.26790469839535874,-0.5998278568130797,0.11858444536750472,1.462573337629543,-0.49880597734540477,0.685643139730301,-0.4122014612058625,0.04180152071446708,-1.170127297473521,0.20216336454802786,-0.01401346502062356,-0.7554345688199949,0.0,-0.4028835150639799,0.595170722271141,-1.0147362033586205,-0.2908316027105451,1.1642674453834452,1.9271276517539235,-0.9664202970310469,-0.9493020653552257,-0.3523139297792141,-0.6189188886824546,-0.2746919440939503,-0.6666930464867787,0.6611192204743183,-0.31907047071383415,-0.32726440759154707,-0.03764545999112374,-1.2442106100535262,0.4716263040423414,-0.5055327648952469,-2.509724371583397,-0.0949047936556678,1.0720229320744101,-0.2909355490812788,0.0,-1.3337530147023493,0.0,0.6157493453832846,-0.4105167107764169,1.0,0.2261515395759807,-0.3560946901430543,-1.436198452108311,-0.26525799971304137,-0.8998233865412819,-0.36995436856178154,-0.2451828680964474,-0.3617493840857413,-0.06283619690488514,-0.421549682896199,1.0,1.8612074436264598,-0.42329906110342963,-0.04711255239861644,-0.35619508093657026,-0.3757507080836828,-0.6218589438509061,4.41288886182631,0.0,0.0,0.0,0.3070558287536347,0,"(0.264, 0.326]",4
140561,262904,0.38842272032466646,0.26991857849314665,-0.331294062553356,-0.8312695703475449,0.8661862275551068,-0.9120110219446309,0.017823292707280464,0.5296760996553136,0.3851441713670723,2.5514620708959646,0.9518482754587346,0.5111004516594952,-0.7172029563753285,0.15569981803197844,-0.8051954047329786,-1.4056787417532925,0.4489954098436581,-0.3379901144792325,-0.13324679186424962,-0.62690798275101,-0.49880597734540477,0.685643139730301,-1.1381580503167614,-0.14220129874252227,-0.7791041927850281,0.20216336454802786,-0.010745025341923974,-0.4125175714587533,1.0,-0.4028835150639799,0.595170722271141,-0.7172491301711524,-0.2908316027105451,-1.0677524642571534,-0.06304531343877383,0.7213256698942736,-0.8789244105359965,-1.5141941437759847,-0.3254853822494104,-0.2746919440939503,0.8064823664531898,-1.5125864882321112,-0.31907047071383415,-0.3315660600945961,-0.514070443065122,1.5118133229644553,0.4716263040423414,-0.5055327648952469,-1.1339738602129645,-0.01641504744195764,-0.48733604675794184,-0.2909355490812788,0.0,-0.9096644544594569,0.0,-0.447599583587458,-0.4105167107764169,1.0,0.2261515395759807,-0.3560946901430543,0.6962826053265964,-0.26525799971304137,0.21933196093796373,-0.36995436856178154,-0.2451828680964474,-0.3617493840857413,-0.06283619690488514,-0.421549682896199,1.0,-0.10325229913477213,-0.42329906110342963,-0.04711255239861644,-0.35619508093657026,-0.3757507080836828,-0.38218216155831997,-0.1665046267015213,0.0,0.0,0.0,0.37076666414253523,0,"(0.326, 0.397]",5
